Label;Altcoin Market Cap;Bitcoin Market Cap
05/04/2024;1102406522201.77;1336959442218,00
06/04/2024;1123268870496.65;1364198744928,00
07/04/2024;1125705543602.49;1371316814272.6
08/04/2024;1174101640724.57;1397968984221.2
09/04/2024;1129806052996.34;1363945943686.1
10/04/2024;1146805980734.97;1393242279724.6
11/04/2024;1140437864205.35;1396398396508.1
12/04/2024;1041758398275.12;1328304318626.6
13/04/2024;982660309090.71;1264714794215.7
14/04/2024;1014826969691.07;1288602887265.3
15/04/2024;976122239056.53;1238357344797.6
16/04/2024;983772911964.96;1257928992549.5
17/04/2024;957747616205.42;1203467028732.8
18/04/2024;963316489151.73;1219690836044.5
19/04/2024;991835442872.66;1260905059071.9
20/04/2024;1030933605981.54;1280726895259.3
21/04/2024;1048326718577.41;1304846156169.9
22/04/2024;1050341993343.27;1311885114081.7
23/04/2024;1064610435805.3;1312024332071.2
24/04/2024;1024942357774.73;1264860780337.4
25/04/2024;1026066886247.97;1269686195746.5
26/04/2024;1005294601595.99;1239861942962.4
27/04/2024;1042052837479.96;1258813547323.3
28/04/2024;1014422534664.94;1229600723069.2
29/04/2024;1008358221595.88;1245438531407.2
30/04/2024;959239594515.72;1179900807182.1
01/05/2024;952467405510.24;1132586949137.3
02/05/2024;975091382686.77;1172211134374.4
03/05/2024;1011057604410.4;1244130311976.8
04/05/2024;1002200154670.96;1245009473353,00
05/05/2024;1028927061830.64;1263958929231.2
06/05/2024;1008613062467.43;1251629442255.8
07/05/2024;992475020081.76;1233367893936.2
08/05/2024;993822781691.96;1214719387337.7
09/05/2024;1008594947953.05;1237952104506,00
10/05/2024;979462859624.55;1199417786654.3
